Taxa,Metabolite,Potential Score
Desulfosporosinus,L-Formylkynurenine,1.946780e-05
Halanaerobium,L-Formylkynurenine,1.946780e-05
Herbaspirillum,L-Formylkynurenine,1.946780e-05
Kaistella,L-Formylkynurenine,1.946780e-05
Kitasatospora,L-Formylkynurenine,1.946780e-05
Leucobacter,L-Formylkynurenine,1.946780e-05
Lysobacter,L-Formylkynurenine,1.946780e-05
Marinobacterium,L-Formylkynurenine,1.946780e-05
Massilia,L-Formylkynurenine,1.946780e-05
Methylophaga,L-Formylkynurenine,1.946780e-05
Microbulbifer,L-Formylkynurenine,1.946780e-05
Mucilaginibacter,L-Formylkynurenine,1.946780e-05
Nitratireductor,L-Formylkynurenine,1.946780e-05
Pseudooceanicola,L-Formylkynurenine,1.946780e-05
Psychroflexus,L-Formylkynurenine,1.946780e-05
Salinicoccus,L-Formylkynurenine,1.946780e-05
Salipiger,L-Formylkynurenine,1.946780e-05
Thalassospira,L-Formylkynurenine,1.946780e-05
Agromyces,L-Formylkynurenine,1.946830e-05
Azospirillum,L-Formylkynurenine,1.946830e-05
Bosea,L-Formylkynurenine,1.946830e-05
Domibacillus,L-Formylkynurenine,1.946830e-05
Enterovibrio,L-Formylkynurenine,1.946830e-05
Epilithonimonas,L-Formylkynurenine,1.946830e-05
Facklamia,L-Formylkynurenine,1.946830e-05
Labrenzia,L-Formylkynurenine,1.946830e-05
Leifsonia,L-Formylkynurenine,1.946830e-05
Ligilactobacillus,L-Formylkynurenine,1.946830e-05
Lutibacter,L-Formylkynurenine,1.946830e-05
Maridesulfovibrio,L-Formylkynurenine,1.946830e-05
Methylomonas,L-Formylkynurenine,1.946830e-05
Mycoplasmopsis,L-Formylkynurenine,1.946830e-05
Myroides,L-Formylkynurenine,1.946830e-05
Nonlabens,L-Formylkynurenine,1.946830e-05
Nonomuraea,L-Formylkynurenine,1.946830e-05
Pontibacillus,L-Formylkynurenine,1.946830e-05
Pseudorhodobacter,L-Formylkynurenine,1.946830e-05
Tessaracoccus,L-Formylkynurenine,1.946830e-05
Thioclava,L-Formylkynurenine,1.946830e-05
Acetobacterium,L-Formylkynurenine,1.946881e-05
Acidihalobacter,L-Formylkynurenine,1.946881e-05
Actinopolyspora,L-Formylkynurenine,1.946881e-05
Algibacter,L-Formylkynurenine,1.946881e-05
Alteromonas,L-Formylkynurenine,1.946881e-05
Amphibacillus,L-Formylkynurenine,1.946881e-05
Arenibacter,L-Formylkynurenine,1.946881e-05
Aureimonas,L-Formylkynurenine,1.946881e-05
Caloramator,L-Formylkynurenine,1.946881e-05
Cohnella,L-Formylkynurenine,1.946881e-05
Cryobacterium,L-Formylkynurenine,1.946881e-05
Cyclobacterium,L-Formylkynurenine,1.946881e-05
Desulfallas,L-Formylkynurenine,1.946881e-05
Desulfuromonas,L-Formylkynurenine,1.946881e-05
Ectothiorhodospira,L-Formylkynurenine,1.946881e-05
Endozoicomonas,L-Formylkynurenine,1.946881e-05
Ferrimonas,L-Formylkynurenine,1.946881e-05
Fictibacillus,L-Formylkynurenine,1.946881e-05
Fructilactobacillus,L-Formylkynurenine,1.946881e-05
Fructobacillus,L-Formylkynurenine,1.946881e-05
Granulicella,L-Formylkynurenine,1.946881e-05
Hydrogenophaga,L-Formylkynurenine,1.946881e-05
Intrasporangium,L-Formylkynurenine,1.946881e-05
Jeotgalicoccus,L-Formylkynurenine,1.946881e-05
Knoellia,L-Formylkynurenine,1.946881e-05
Lentzea,L-Formylkynurenine,1.946881e-05
Levilactobacillus,L-Formylkynurenine,1.946881e-05
Limimaricola,L-Formylkynurenine,1.946881e-05
Litoreibacter,L-Formylkynurenine,1.946881e-05
Mesobacillus,L-Formylkynurenine,1.946881e-05
Metabacillus,L-Formylkynurenine,1.946881e-05
Microlunatus,L-Formylkynurenine,1.946881e-05
Muricauda,L-Formylkynurenine,1.946881e-05
Neptunomonas,L-Formylkynurenine,1.946881e-05
Niabella,L-Formylkynurenine,1.946881e-05
Niastella,L-Formylkynurenine,1.946881e-05
Nitrospira,L-Formylkynurenine,1.946881e-05
Noviherbaspirillum,L-Formylkynurenine,1.946881e-05
Oceanospirillum,L-Formylkynurenine,1.946881e-05
Ornithinibacillus,L-Formylkynurenine,1.946881e-05
Parapedobacter,L-Formylkynurenine,1.946881e-05
Paucilactobacillus,L-Formylkynurenine,1.946881e-05
Phaeobacter,L-Formylkynurenine,1.946881e-05
Phycicoccus,L-Formylkynurenine,1.946881e-05
Planktothrix,L-Formylkynurenine,1.946881e-05
Polaribacter,L-Formylkynurenine,1.946881e-05
Pseudidiomarina,L-Formylkynurenine,1.946881e-05
Pseudoruegeria,L-Formylkynurenine,1.946881e-05
Pseudovibrio,L-Formylkynurenine,1.946881e-05
Shimia,L-Formylkynurenine,1.946881e-05
Sphingopyxis,L-Formylkynurenine,1.946881e-05
Sporolactobacillus,L-Formylkynurenine,1.946881e-05
Streptacidiphilus,L-Formylkynurenine,1.946881e-05
Thermodesulfobacterium,L-Formylkynurenine,1.946881e-05
Thiomicrospira,L-Formylkynurenine,1.946881e-05
Trichococcus,L-Formylkynurenine,1.946881e-05
unclassified_Gammaproteobacteria,L-Formylkynurenine,1.946881e-05
Xanthobacter,L-Formylkynurenine,1.946881e-05
Actinoalloteichus,L-Formylkynurenine,1.946932e-05
Actinopolymorpha,L-Formylkynurenine,1.946932e-05
Aequorivita,L-Formylkynurenine,1.946932e-05
Alkalibacterium,L-Formylkynurenine,1.946932e-05
Alkalispirochaeta,L-Formylkynurenine,1.946932e-05
Anaerotignum,L-Formylkynurenine,1.946932e-05
Anoxybacillus,L-Formylkynurenine,1.946932e-05
Apilactobacillus,L-Formylkynurenine,1.946932e-05
Aurantimonas,L-Formylkynurenine,1.946932e-05
Bizionia,L-Formylkynurenine,1.946932e-05
Croceicoccus,L-Formylkynurenine,1.946932e-05
Desulfobacter,L-Formylkynurenine,1.946932e-05
Desulfobulbus,L-Formylkynurenine,1.946932e-05
Desulfonatronum,L-Formylkynurenine,1.946932e-05
Desulfurobacterium,L-Formylkynurenine,1.946932e-05
Ensifer,L-Formylkynurenine,1.946932e-05
Epibacterium,L-Formylkynurenine,1.946932e-05
Gemmobacter,L-Formylkynurenine,1.946932e-05
Glutamicibacter,L-Formylkynurenine,1.946932e-05
Glycomyces,L-Formylkynurenine,1.946932e-05
Gulosibacter,L-Formylkynurenine,1.946932e-05
Hippea,L-Formylkynurenine,1.946932e-05
Jeotgalibacillus,L-Formylkynurenine,1.946932e-05
Jiangella,L-Formylkynurenine,1.946932e-05
Kaistia,L-Formylkynurenine,1.946932e-05
Komagataeibacter,L-Formylkynurenine,1.946932e-05
Kushneria,L-Formylkynurenine,1.946932e-05
Lacinutrix,L-Formylkynurenine,1.946932e-05
Lactiplantibacillus,L-Formylkynurenine,1.946932e-05
Lentibacillus,L-Formylkynurenine,1.946932e-05
Leptolyngbya,L-Formylkynurenine,1.946932e-05
Lewinella,L-Formylkynurenine,1.946932e-05
Limosilactobacillus,L-Formylkynurenine,1.946932e-05
Loktanella,L-Formylkynurenine,1.946932e-05
Marivita,L-Formylkynurenine,1.946932e-05
Methylobacter,L-Formylkynurenine,1.946932e-05
Methylocystis,L-Formylkynurenine,1.946932e-05
Methylomicrobium,L-Formylkynurenine,1.946932e-05
Microtetraspora,L-Formylkynurenine,1.946932e-05
Mycetocola,L-Formylkynurenine,1.946932e-05
Parageobacillus,L-Formylkynurenine,1.946932e-05
Pasteurella,L-Formylkynurenine,1.946932e-05
Patulibacter,L-Formylkynurenine,1.946932e-05
Planomicrobium,L-Formylkynurenine,1.946932e-05
Pseudoclavibacter,L-Formylkynurenine,1.946932e-05
Pseudodesulfovibrio,L-Formylkynurenine,1.946932e-05
Psychromonas,L-Formylkynurenine,1.946932e-05
Rheinheimera,L-Formylkynurenine,1.946932e-05
Rhodanobacter,L-Formylkynurenine,1.946932e-05
Rufibacter,L-Formylkynurenine,1.946932e-05
Runella,L-Formylkynurenine,1.946932e-05
Salinimicrobium,L-Formylkynurenine,1.946932e-05
Schleiferilactobacillus,L-Formylkynurenine,1.946932e-05
Serinicoccus,L-Formylkynurenine,1.946932e-05
Sinomonas,L-Formylkynurenine,1.946932e-05
Solimonas,L-Formylkynurenine,1.946932e-05
Sphaerochaeta,L-Formylkynurenine,1.946932e-05
Spirochaeta,L-Formylkynurenine,1.946932e-05
Sporomusa,L-Formylkynurenine,1.946932e-05
Sulfurimonas,L-Formylkynurenine,1.946932e-05
Tenacibaculum,L-Formylkynurenine,1.946932e-05
Terriglobus,L-Formylkynurenine,1.946932e-05
Tetrasphaera,L-Formylkynurenine,1.946932e-05
Thauera,L-Formylkynurenine,1.946932e-05
Thermodesulfatator,L-Formylkynurenine,1.946932e-05
Thiothrix,L-Formylkynurenine,1.946932e-05
Virgibacillus,L-Formylkynurenine,1.946932e-05
Acidiphilium,L-Formylkynurenine,1.946982e-05
Acidocella,L-Formylkynurenine,1.946982e-05
Actibacterium,L-Formylkynurenine,1.946982e-05
Actinobaculum,L-Formylkynurenine,1.946982e-05
Actinophytocola,L-Formylkynurenine,1.946982e-05
Actinotignum,L-Formylkynurenine,1.946982e-05
Afifella,L-Formylkynurenine,1.946982e-05
Agarivorans,L-Formylkynurenine,1.946982e-05
Albimonas,L-Formylkynurenine,1.946982e-05
Aliiroseovarius,L-Formylkynurenine,1.946982e-05
Alteribacillus,L-Formylkynurenine,1.946982e-05
Amphritea,L-Formylkynurenine,1.946982e-05
Anaerobacillus,L-Formylkynurenine,1.946982e-05
Anaerolinea,L-Formylkynurenine,1.946982e-05
Andreprevotia,L-Formylkynurenine,1.946982e-05
Aquamicrobium,L-Formylkynurenine,1.946982e-05
Arenimonas,L-Formylkynurenine,1.946982e-05
Arsenophonus,L-Formylkynurenine,1.946982e-05
Asaia,L-Formylkynurenine,1.946982e-05
Azohydromonas,L-Formylkynurenine,1.946982e-05
Azotobacter,L-Formylkynurenine,1.946982e-05
Bdellovibrio,L-Formylkynurenine,1.946982e-05
Beggiatoa,L-Formylkynurenine,1.946982e-05
Belliella,L-Formylkynurenine,1.946982e-05
Belnapia,L-Formylkynurenine,1.946982e-05
Bhargavaea,L-Formylkynurenine,1.946982e-05
Bowdeniella,L-Formylkynurenine,1.946982e-05
Brachymonas,L-Formylkynurenine,1.946982e-05
Caldanaerobius,L-Formylkynurenine,1.946982e-05
Calidifontibacillus,L-Formylkynurenine,1.946982e-05
Calidithermus,L-Formylkynurenine,1.946982e-05
Calothrix,L-Formylkynurenine,1.946982e-05
Candidatus_Cardinium,L-Formylkynurenine,1.946982e-05
Candidimonas,L-Formylkynurenine,1.946982e-05
Caryophanon,L-Formylkynurenine,1.946982e-05
Castellaniella,L-Formylkynurenine,1.946982e-05
Catenovulum,L-Formylkynurenine,1.946982e-05
Cephaloticoccus,L-Formylkynurenine,1.946982e-05
Chitinilyticum,L-Formylkynurenine,1.946982e-05
Chitinimonas,L-Formylkynurenine,1.946982e-05
Cobetia,L-Formylkynurenine,1.946982e-05
Cognatiyoonia,L-Formylkynurenine,1.946982e-05
Cryptosporangium,L-Formylkynurenine,1.946982e-05
Curvibacter,L-Formylkynurenine,1.946982e-05
Derxia,L-Formylkynurenine,1.946982e-05
Desulfacinum,L-Formylkynurenine,1.946982e-05
Desulfofundulus,L-Formylkynurenine,1.946982e-05
Desulfonatronovibrio,L-Formylkynurenine,1.946982e-05
Desulfurella,L-Formylkynurenine,1.946982e-05
Desulfuribacillus,L-Formylkynurenine,1.946982e-05
Dethiosulfovibrio,L-Formylkynurenine,1.946982e-05
Dokdonia,L-Formylkynurenine,1.946982e-05
Dyella,L-Formylkynurenine,1.946982e-05
Echinicola,L-Formylkynurenine,1.946982e-05
Entomoplasma,L-Formylkynurenine,1.946982e-05
Erysipelothrix,L-Formylkynurenine,1.946982e-05
Flavihumibacter,L-Formylkynurenine,1.946982e-05
Flaviramulus,L-Formylkynurenine,1.946982e-05
Frateuria,L-Formylkynurenine,1.946982e-05
Fulvimarina,L-Formylkynurenine,1.946982e-05
Furfurilactobacillus,L-Formylkynurenine,1.946982e-05
Geoalkalibacter,L-Formylkynurenine,1.946982e-05
Gillisia,L-Formylkynurenine,1.946982e-05
Glaciecola,L-Formylkynurenine,1.946982e-05
Gottschalkia,L-Formylkynurenine,1.946982e-05
Halioglobus,L-Formylkynurenine,1.946982e-05
Halocynthiibacter,L-Formylkynurenine,1.946982e-05
Halodesulfovibrio,L-Formylkynurenine,1.946982e-05
Haloechinothrix,L-Formylkynurenine,1.946982e-05
Halolactibacillus,L-Formylkynurenine,1.946982e-05
Henriciella,L-Formylkynurenine,1.946982e-05
Herbiconiux,L-Formylkynurenine,1.946982e-05
Herbidospora,L-Formylkynurenine,1.946982e-05
Hoeflea,L-Formylkynurenine,1.946982e-05
Holospora,L-Formylkynurenine,1.946982e-05
Hydrocarboniphaga,L-Formylkynurenine,1.946982e-05
Hyphomicrobium,L-Formylkynurenine,1.946982e-05
Ilumatobacter,L-Formylkynurenine,1.946982e-05
Inquilinus,L-Formylkynurenine,1.946982e-05
Ketogulonicigenium,L-Formylkynurenine,1.946982e-05
Kibdelosporangium,L-Formylkynurenine,1.946982e-05
Kiloniella,L-Formylkynurenine,1.946982e-05
Klenkia,L-Formylkynurenine,1.946982e-05
Kordia,L-Formylkynurenine,1.946982e-05
Kordiimonas,L-Formylkynurenine,1.946982e-05
Lampropedia,L-Formylkynurenine,1.946982e-05
Leeuwenhoekiella,L-Formylkynurenine,1.946982e-05
Leisingera,L-Formylkynurenine,1.946982e-05
Luteimonas,L-Formylkynurenine,1.946982e-05
Luteipulveratus,L-Formylkynurenine,1.946982e-05
Lyngbya,L-Formylkynurenine,1.946982e-05
Marinilactibacillus,L-Formylkynurenine,1.946982e-05
Marininema,L-Formylkynurenine,1.946982e-05
Marinitoga,L-Formylkynurenine,1.946982e-05
Marinospirillum,L-Formylkynurenine,1.946982e-05
Mariprofundus,L-Formylkynurenine,1.946982e-05
Marmoricola,L-Formylkynurenine,1.946982e-05
Martelella,L-Formylkynurenine,1.946982e-05
Mesoplasma,L-Formylkynurenine,1.946982e-05
Methylobacillus,L-Formylkynurenine,1.946982e-05
Methylophilus,L-Formylkynurenine,1.946982e-05
Modestobacter,L-Formylkynurenine,1.946982e-05
Moritella,L-Formylkynurenine,1.946982e-05
Mycolicibacillus,L-Formylkynurenine,1.946982e-05
Natronincola,L-Formylkynurenine,1.946982e-05
Neptuniibacter,L-Formylkynurenine,1.946982e-05
Nioella,L-Formylkynurenine,1.946982e-05
Nitrincola,L-Formylkynurenine,1.946982e-05
Oceanibaculum,L-Formylkynurenine,1.946982e-05
Oceanicola,L-Formylkynurenine,1.946982e-05
Oceanisphaera,L-Formylkynurenine,1.946982e-05
Octadecabacter,L-Formylkynurenine,1.946982e-05
Oligella,L-Formylkynurenine,1.946982e-05
Olivibacter,L-Formylkynurenine,1.946982e-05
Orenia,L-Formylkynurenine,1.946982e-05
Oscillatoria,L-Formylkynurenine,1.946982e-05
Paeniglutamicibacter,L-Formylkynurenine,1.946982e-05
Pandoraea,L-Formylkynurenine,1.946982e-05
Paraglaciecola,L-Formylkynurenine,1.946982e-05
Pararhizobium,L-Formylkynurenine,1.946982e-05
Pelagibacterium,L-Formylkynurenine,1.946982e-05
Peptoanaerobacter,L-Formylkynurenine,1.946982e-05
Peptoclostridium,L-Formylkynurenine,1.946982e-05
Phormidium,L-Formylkynurenine,1.946982e-05
Pleomorphomonas,L-Formylkynurenine,1.946982e-05
Poseidonocella,L-Formylkynurenine,1.946982e-05
Prauserella,L-Formylkynurenine,1.946982e-05
Pseudaminobacter,L-Formylkynurenine,1.946982e-05
Pseudophaeobacter,L-Formylkynurenine,1.946982e-05
Ramlibacter,L-Formylkynurenine,1.946982e-05
Rathayibacter,L-Formylkynurenine,1.946982e-05
Reichenbachiella,L-Formylkynurenine,1.946982e-05
Rhodomicrobium,L-Formylkynurenine,1.946982e-05
Rhodovulum,L-Formylkynurenine,1.946982e-05
Rodentibacter,L-Formylkynurenine,1.946982e-05
Roseivirga,L-Formylkynurenine,1.946982e-05
Rubellimicrobium,L-Formylkynurenine,1.946982e-05
Saccharibacillus,L-Formylkynurenine,1.946982e-05
Saccharothrix,L-Formylkynurenine,1.946982e-05
Salegentibacter,L-Formylkynurenine,1.946982e-05
Salibacterium,L-Formylkynurenine,1.946982e-05
Salinisphaera,L-Formylkynurenine,1.946982e-05
Salinivibrio,L-Formylkynurenine,1.946982e-05
Salipaludibacillus,L-Formylkynurenine,1.946982e-05
Scytonema,L-Formylkynurenine,1.946982e-05
Sedimenticola,L-Formylkynurenine,1.946982e-05
Sediminibacillus,L-Formylkynurenine,1.946982e-05
Sediminibacterium,L-Formylkynurenine,1.946982e-05
Spiribacter,L-Formylkynurenine,1.946982e-05
Spirulina,L-Formylkynurenine,1.946982e-05
Stappia,L-Formylkynurenine,1.946982e-05
Sulfurovum,L-Formylkynurenine,1.946982e-05
Sunxiuqinia,L-Formylkynurenine,1.946982e-05
Taylorella,L-Formylkynurenine,1.946982e-05
Tepidanaerobacter,L-Formylkynurenine,1.946982e-05
Tepidibacter,L-Formylkynurenine,1.946982e-05
Tepidimonas,L-Formylkynurenine,1.946982e-05
Terribacillus,L-Formylkynurenine,1.946982e-05
Thalassobius,L-Formylkynurenine,1.946982e-05
Thermaerobacter,L-Formylkynurenine,1.946982e-05
Thermoactinomyces,L-Formylkynurenine,1.946982e-05
Thermoanaerobacterium,L-Formylkynurenine,1.946982e-05
Thermocrispum,L-Formylkynurenine,1.946982e-05
Thermogemmatispora,L-Formylkynurenine,1.946982e-05
Thioalkalivibrio,L-Formylkynurenine,1.946982e-05
Thiomicrorhabdus,L-Formylkynurenine,1.946982e-05
Tolypothrix,L-Formylkynurenine,1.946982e-05
Tropicimonas,L-Formylkynurenine,1.946982e-05
unclassified_Actinobacteria,L-Formylkynurenine,1.946982e-05
unclassified_Gammaproteobacteria_incertae_sedis,L-Formylkynurenine,1.946982e-05
unclassified_Oscillatoriales,L-Formylkynurenine,1.946982e-05
unclassified_Peptostreptococcaceae,L-Formylkynurenine,1.946982e-05
Vagococcus,L-Formylkynurenine,1.946982e-05
Verrucomicrobium,L-Formylkynurenine,1.946982e-05
Yaniella,L-Formylkynurenine,1.946982e-05
Acaricomes,L-Formylkynurenine,1.947033e-05
Acetitomaculum,L-Formylkynurenine,1.947033e-05
Acetohalobium,L-Formylkynurenine,1.947033e-05
Acetonema,L-Formylkynurenine,1.947033e-05
Acidaminobacter,L-Formylkynurenine,1.947033e-05
Acidibacillus,L-Formylkynurenine,1.947033e-05
Acidiferrobacter,L-Formylkynurenine,1.947033e-05
Acidimangrovimonas,L-Formylkynurenine,1.947033e-05
Acidithrix,L-Formylkynurenine,1.947033e-05
Acidomonas,L-Formylkynurenine,1.947033e-05
Actinocatenispora,L-Formylkynurenine,1.947033e-05
Actinomycetospora,L-Formylkynurenine,1.947033e-05
Actinospica,L-Formylkynurenine,1.947033e-05
Actinotalea,L-Formylkynurenine,1.947033e-05
Acutalibacter,L-Formylkynurenine,1.947033e-05
Acuticoccus,L-Formylkynurenine,1.947033e-05
Adhaeribacter,L-Formylkynurenine,1.947033e-05
Advenella,L-Formylkynurenine,1.947033e-05
Aestuariibacter,L-Formylkynurenine,1.947033e-05
Aestuariimicrobium,L-Formylkynurenine,1.947033e-05
Aestuariivita,L-Formylkynurenine,1.947033e-05
Agreia,L-Formylkynurenine,1.947033e-05
Agrilactobacillus,L-Formylkynurenine,1.947033e-05
Ahrensia,L-Formylkynurenine,1.947033e-05
Aidingimonas,L-Formylkynurenine,1.947033e-05
Albidovulum,L-Formylkynurenine,1.947033e-05
Aldersonia,L-Formylkynurenine,1.947033e-05
Algicola,L-Formylkynurenine,1.947033e-05
Algiphilus,L-Formylkynurenine,1.947033e-05
Algoriella,L-Formylkynurenine,1.947033e-05
Aliagarivorans,L-Formylkynurenine,1.947033e-05
Aliarcobacter,L-Formylkynurenine,1.947033e-05
Alicycliphilus,L-Formylkynurenine,1.947033e-05
Aliicoccus,L-Formylkynurenine,1.947033e-05
Aliifodinibius,L-Formylkynurenine,1.947033e-05
Aliiglaciecola,L-Formylkynurenine,1.947033e-05
Aliterella,L-Formylkynurenine,1.947033e-05
Alkalibacillus,L-Formylkynurenine,1.947033e-05
Alkalibacter,L-Formylkynurenine,1.947033e-05
Alkaliflexus,L-Formylkynurenine,1.947033e-05
Alkalimonas,L-Formylkynurenine,1.947033e-05
Alkalitalea,L-Formylkynurenine,1.947033e-05
Alkanindiges,L-Formylkynurenine,1.947033e-05
Allobaculum,L-Formylkynurenine,1.947033e-05
Allofustis,L-Formylkynurenine,1.947033e-05
Alloiococcus,L-Formylkynurenine,1.947033e-05
Allokutzneria,L-Formylkynurenine,1.947033e-05
Allosalinactinospora,L-Formylkynurenine,1.947033e-05
Altererythrobacter,L-Formylkynurenine,1.947033e-05
Alterileibacterium,L-Formylkynurenine,1.947033e-05
Alysiella,L-Formylkynurenine,1.947033e-05
Amantichitinum,L-Formylkynurenine,1.947033e-05
Aminiphilus,L-Formylkynurenine,1.947033e-05
Aminobacter,L-Formylkynurenine,1.947033e-05
Aminomonas,L-Formylkynurenine,1.947033e-05
Amorphus,L-Formylkynurenine,1.947033e-05
Amphiplicatus,L-Formylkynurenine,1.947033e-05
Amylolactobacillus,L-Formylkynurenine,1.947033e-05
Anaeroarcus,L-Formylkynurenine,1.947033e-05
Anaerobium,L-Formylkynurenine,1.947033e-05
Anaerobranca,L-Formylkynurenine,1.947033e-05
Anaeromassilibacillus,L-Formylkynurenine,1.947033e-05
Anaerophaga,L-Formylkynurenine,1.947033e-05
Anaerosalibacter,L-Formylkynurenine,1.947033e-05
Anaerosphaera,L-Formylkynurenine,1.947033e-05
Anaerosporomusa,L-Formylkynurenine,1.947033e-05
Anaerovibrio,L-Formylkynurenine,1.947033e-05
Anaerovirgula,L-Formylkynurenine,1.947033e-05
Anaerovorax,L-Formylkynurenine,1.947033e-05
Ancylobacter,L-Formylkynurenine,1.947033e-05
Anditalea,L-Formylkynurenine,1.947033e-05
Andreesenia,L-Formylkynurenine,1.947033e-05
Angelakisella,L-Formylkynurenine,1.947033e-05
Antarctobacter,L-Formylkynurenine,1.947033e-05
Aphanizomenon,L-Formylkynurenine,1.947033e-05
Apibacter,L-Formylkynurenine,1.947033e-05
Aquabacterium,L-Formylkynurenine,1.947033e-05
Aquaspirillum,L-Formylkynurenine,1.947033e-05
Aquiflexum,L-Formylkynurenine,1.947033e-05
Aquimixticola,L-Formylkynurenine,1.947033e-05
Aquimonas,L-Formylkynurenine,1.947033e-05
Aquincola,L-Formylkynurenine,1.947033e-05
Aquisalimonas,L-Formylkynurenine,1.947033e-05
Aquitalea,L-Formylkynurenine,1.947033e-05
Arabia,L-Formylkynurenine,1.947033e-05
Arachidicoccus,L-Formylkynurenine,1.947033e-05
Archangium,L-Formylkynurenine,1.947033e-05
Ardenticatena,L-Formylkynurenine,1.947033e-05
Arenitalea,L-Formylkynurenine,1.947033e-05
Arhodomonas,L-Formylkynurenine,1.947033e-05
Arsenicibacter,L-Formylkynurenine,1.947033e-05
Arsenicicoccus,L-Formylkynurenine,1.947033e-05
Arthrospira,L-Formylkynurenine,1.947033e-05
Asaccharospora,L-Formylkynurenine,1.947033e-05
Asanoa,L-Formylkynurenine,1.947033e-05
Asticcacaulis,L-Formylkynurenine,1.947033e-05
Atopobacter,L-Formylkynurenine,1.947033e-05
Atopococcus,L-Formylkynurenine,1.947033e-05
Atopostipes,L-Formylkynurenine,1.947033e-05
Auraticoccus,L-Formylkynurenine,1.947033e-05
Auricoccus,L-Formylkynurenine,1.947033e-05
Austwickia,L-Formylkynurenine,1.947033e-05
Azoarcus,L-Formylkynurenine,1.947033e-05
Azonexus,L-Formylkynurenine,1.947033e-05
Azospira,L-Formylkynurenine,1.947033e-05
Azovibrio,L-Formylkynurenine,1.947033e-05
Balneatrix,L-Formylkynurenine,1.947033e-05
Balneola,L-Formylkynurenine,1.947033e-05
Bariatricus,L-Formylkynurenine,1.947033e-05
Basilea,L-Formylkynurenine,1.947033e-05
Bauldia,L-Formylkynurenine,1.947033e-05
Bavariicoccus,L-Formylkynurenine,1.947033e-05
Beduini,L-Formylkynurenine,1.947033e-05
Bellilinea,L-Formylkynurenine,1.947033e-05
Bergeriella,L-Formylkynurenine,1.947033e-05
Bergeyella,L-Formylkynurenine,1.947033e-05
Bernardetia,L-Formylkynurenine,1.947033e-05
Bibersteinia,L-Formylkynurenine,1.947033e-05
Bittarella,L-Formylkynurenine,1.947033e-05
Blastochloris,L-Formylkynurenine,1.947033e-05
Blastopirellula,L-Formylkynurenine,1.947033e-05
Boudabousia,L-Formylkynurenine,1.947033e-05
Brenneria,L-Formylkynurenine,1.947033e-05
Brevefilum,L-Formylkynurenine,1.947033e-05
Brevinema,L-Formylkynurenine,1.947033e-05
Brevirhabdus,L-Formylkynurenine,1.947033e-05
Bryobacter,L-Formylkynurenine,1.947033e-05
Buchananella,L-Formylkynurenine,1.947033e-05
Budvicia,L-Formylkynurenine,1.947033e-05
Buttiauxella,L-Formylkynurenine,1.947033e-05
Caecibacter,L-Formylkynurenine,1.947033e-05
Caenibacillus,L-Formylkynurenine,1.947033e-05
Caenispirillum,L-Formylkynurenine,1.947033e-05
Caldalkalibacillus,L-Formylkynurenine,1.947033e-05
Caldanaerovirga,L-Formylkynurenine,1.947033e-05
Calderihabitans,L-Formylkynurenine,1.947033e-05
Caldibacillus,L-Formylkynurenine,1.947033e-05
