loaded_uid	ncbi_taxon_id	taxon_rank_level	relative_abundance	scientific_name
36103.0	577309	genus	2.24552	Paraprevotella
36103.0	239759	genus	1.53983	Alistipes
36103.0	375288	genus	1.3638	Parabacteroides
36103.0	216851	genus	1.24487	Faecalibacterium
36103.0	572511	genus	0.333021	Blautia
36103.0	1263	genus	0.234701	Ruminococcus
36103.0	1350	genus	0.214085	Enterococcus
36103.0	35832	genus	0.199813	Bilophila
36103.0	1730	genus	0.161753	Eubacterium
36103.0	459786	genus	0.153824	Oscillibacter
36103.0	577310	genus	0.128451	Parasutterella
36103.0	561	genus	0.11735	Escherichia
36103.0	838	genus	0.112593	Prevotella
36103.0	1485	genus	0.10625	Clostridium
36103.0	574697	genus	0.095149	Butyricimonas
36103.0	244127	genus	0.0792908	Anaerotruncus
36103.0	283168	genus	0.077705	Odoribacter
36103.0	1506553	genus	0.0761192	Lachnoclostridium
36103.0	990721	genus	0.0745334	Christensenella
36103.0	33042	genus	0.0634327	Coprococcus
36103.0	1386	genus	0.0586752	Bacillus
36103.0	397864	genus	0.0586752	Barnesiella
36103.0	1301	genus	0.0555036	Streptococcus
36103.0	60919	genus	0.0555036	Sanguibacter
36103.0	246875	genus	0.0475745	Algoriphagus
36103.0	1506577	genus	0.0459887	Tyzzerella
36103.0	841	genus	0.0396454	Roseburia
36103.0	724	genus	0.0301305	Haemophilus
36103.0	61170	genus	0.0253731	Holdemania
36103.0	253238	genus	0.0190298	Ethanoligenens
36103.0	44249	genus	0.0190298	Paenibacillus
36103.0	1335483	genus	0.0190298	Shimwellia
36103.0	46255	genus	0.017444	Weissella
36103.0	239934	genus	0.0158582	Akkermansia
36103.0	346096	genus	0.0142723	Paludibacter
36103.0	1505663	genus	0.0142723	Erysipelatoclostridium
36103.0	189330	genus	0.0126865	Dorea
36103.0	1578	genus	0.0111007	Lactobacillus
36103.0	44748	genus	0.0111007	Sporobacter
36103.0	830	genus	0.0111007	Butyrivibrio
36103.0	2147	genus	0.0111007	Acholeplasma
36103.0	586	genus	0.0111007	Providencia
36103.0	204037	genus	0.0095149	Dickeya
36103.0	872	genus	0.0095149	Desulfovibrio
36103.0	413496	genus	0.0095149	Cronobacter
36103.0	162289	genus	0.0095149	Peptoniphilus
36103.0	84108	genus	0.00792908	Slackia
36103.0	497	genus	0.00792908	Psychrobacter
36103.0	29465	genus	0.00792908	Veillonella
36103.0	1565532	genus	0.00792908	Rouxiella
36103.0	1236988	genus	0.00792908	Geofilum
36103.0	1243	genus	0.00792908	Leuconostoc
36103.0	469	genus	0.00634327	Acinetobacter
36103.0	1678	genus	0.00634327	Bifidobacterium
36103.0	702	genus	0.00634327	Plesiomonas
36103.0	204475	genus	0.00475745	Gemmiger
36103.0	836	genus	0.00475745	Porphyromonas
36103.0	590	genus	0.00475745	Salmonella
36103.0	475	genus	0.00475745	Moraxella
36103.0	102106	genus	0.00475745	Collinsella
36103.0	83660	genus	0.00317163	Desulfonispora
36103.0	114627	genus	0.00317163	Alkaliphilus
36103.0	83770	genus	0.00317163	Succinivibrio
36103.0	547	genus	0.00317163	Enterobacter
36103.0	620	genus	0.00317163	Shigella
36103.0	445	genus	0.00317163	Legionella
36103.0	39948	genus	0.00317163	Dialister
36103.0	59738	genus	0.00158582	Marinilabilia
36103.0	1471399	genus	0.00158582	Draconibacterium
36103.0	52225	genus	0.00158582	Mitsuokella
36103.0	262406	genus	0.00158582	Thermobaculum
36103.0	65551	genus	0.00158582	Meiothermus
36103.0	84111	genus	0.00158582	Eggerthella
36103.0	565005	genus	0.00158582	Nubsella
36103.0	559173	genus	0.00158582	Fructobacillus
36103.0	1573535	genus	0.00158582	Holdemanella
36103.0	241189	genus	0.00158582	Hespellia
36103.0	1548510	genus	0.00158582	Microbacter
36103.0	40222	genus	0.00158582	Methylophaga
36103.0	46205	genus	0.00158582	Pseudobutyrivibrio
36103.0	28138	genus	0.00158582	Rikenella
36103.0	61434	genus	0.00158582	Dehalococcoides
36103.0	1378	genus	0.00158582	Gemella
36103.0	194	genus	0.00158582	Campylobacter
36103.0	832	genus	0.00158582	Fibrobacter
36103.0	195950	genus	0.00158582	Tannerella
36103.0	1716	genus	0.00158582	Corynebacterium
36103.0	265980	genus	0.00158582	Alkalimonas
36103.0	135575	genus	0.00158582	Idiomarina
36103.0	111142	genus	0.00158582	Alishewanella
36103.0	34067	genus	0.00158582	Cycloclasticus
36103.0	283	genus	0.00158582	Comamonas
36103.0	84567	genus	0.00158582	Pedobacter
36103.0	123375	genus	0.00158582	Solobacterium
36103.0	1030	genus	0.00158582	Thiothrix
36103.0	420345	genus	0.00158582	Lactonifactor
36103.0	379899	genus	0.00158582	Niabella
36103.0	13334	genus	0.00158582	Anaerobiospirillum
36103.0	1562	genus	0.00158582	Desulfotomaculum
36103.0	66862	genus	0.00158582	Ammoniphilus
	-1	genus	33.7953	Unknown
36051.0	286	genus	32.8416	Pseudomonas
36051.0	838	genus	11.1986	Prevotella
36051.0	816	genus	3.48401	Bacteroides
36051.0	283	genus	1.34511	Comamonas
36051.0	216851	genus	1.06052	Faecalibacterium
36051.0	39948	genus	0.87164	Dialister
36051.0	239759	genus	0.528344	Alistipes
36051.0	469	genus	0.410934	Acinetobacter
36051.0	577309	genus	0.409658	Paraprevotella
36051.0	375288	genus	0.350953	Parabacteroides
36051.0	1485	genus	0.266725	Clostridium
36051.0	1678	genus	0.230991	Bifidobacterium
36051.0	642	genus	0.18122	Aeromonas
36051.0	724	genus	0.179943	Haemophilus
36051.0	1730	genus	0.151867	Eubacterium
36051.0	572511	genus	0.14421	Blautia
36051.0	872	genus	0.118686	Desulfovibrio
36051.0	1301	genus	0.111029	Streptococcus
36051.0	239934	genus	0.111029	Akkermansia
36051.0	1573535	genus	0.104648	Holdemanella
36051.0	1350	genus	0.0969907	Enterococcus
36051.0	44249	genus	0.0931622	Paenibacillus
36051.0	561	genus	0.0765716	Escherichia
36051.0	1506577	genus	0.0523239	Tyzzerella
36051.0	841	genus	0.0510478	Roseburia
36051.0	528	genus	0.0497716	Ochrobactrum
36051.0	158846	genus	0.0484954	Megamonas
36051.0	283168	genus	0.045943	Odoribacter
36051.0	574697	genus	0.0433906	Butyricimonas
36051.0	246875	genus	0.0421144	Algoriphagus
36051.0	1506553	genus	0.039562	Lachnoclostridium
36051.0	1263	genus	0.0382858	Ruminococcus
36051.0	459786	genus	0.0357334	Oscillibacter
36051.0	590	genus	0.0306287	Salmonella
36051.0	397864	genus	0.0268001	Barnesiella
36051.0	29465	genus	0.0255239	Veillonella
36051.0	204037	genus	0.0216953	Dickeya
36051.0	1386	genus	0.0178667	Bacillus
36051.0	33042	genus	0.0165905	Coprococcus
36051.0	52225	genus	0.0140381	Mitsuokella
36051.0	189330	genus	0.0114857	Dorea
36051.0	1505663	genus	0.0102096	Erysipelatoclostridium
36051.0	577310	genus	0.00893336	Parasutterella
36051.0	570	genus	0.00765716	Klebsiella
36051.0	629	genus	0.00510478	Yersinia
36051.0	61434	genus	0.00382858	Dehalococcoides
36051.0	162289	genus	0.00382858	Peptoniphilus
36051.0	244127	genus	0.00382858	Anaerotruncus
36051.0	497	genus	0.00382858	Psychrobacter
36051.0	204475	genus	0.00255239	Gemmiger
36051.0	28253	genus	0.00255239	Marinomonas
36051.0	1716	genus	0.00255239	Corynebacterium
36051.0	43947	genus	0.00255239	Tolumonas
36051.0	346096	genus	0.00255239	Paludibacter
36051.0	83770	genus	0.00255239	Succinivibrio
36051.0	40544	genus	0.00255239	Sutterella
36051.0	559173	genus	0.00255239	Fructobacillus
36051.0	52784	genus	0.00255239	Anaerofilum
36051.0	84108	genus	0.00255239	Slackia
36051.0	836	genus	0.00255239	Porphyromonas
36051.0	201096	genus	0.00255239	Alicycliphilus
36051.0	1578	genus	0.00255239	Lactobacillus
36051.0	265980	genus	0.00255239	Alkalimonas
36051.0	40222	genus	0.00255239	Methylophaga
36051.0	670486	genus	0.00127619	Dehalogenimonas
36051.0	544	genus	0.00127619	Citrobacter
36051.0	762551	genus	0.00127619	Jejuia
36051.0	583	genus	0.00127619	Proteus
36051.0	1505657	genus	0.00127619	Intestinibacter
36051.0	102106	genus	0.00127619	Collinsella
36051.0	31983	genus	0.00127619	Helcococcus
36051.0	12916	genus	0.00127619	Acidovorax
36051.0	156973	genus	0.00127619	Dysgonomonas
36051.0	1134403	genus	0.00127619	Melioribacter
36051.0	1269	genus	0.00127619	Micrococcus
36051.0	34072	genus	0.00127619	Variovorax
36051.0	44748	genus	0.00127619	Sporobacter
36051.0	237	genus	0.00127619	Flavobacterium
36051.0	133925	genus	0.00127619	Olsenella
36051.0	515417	genus	0.00127619	Amphritea
36051.0	32207	genus	0.00127619	Rothia
36051.0	1524249	genus	0.00127619	Pseudohongiella
36051.0	1380	genus	0.00127619	Atopobium
36051.0	1663	genus	0.00127619	Arthrobacter
36051.0	1573806	genus	0.00127619	Mariniphaga
36051.0	135575	genus	0.00127619	Idiomarina
36051.0	862261	genus	0.00127619	Caldanaerobius
36051.0	704093	genus	0.00127619	Anaerobacillus
36051.0	35832	genus	0.00127619	Bilophila
36051.0	1335483	genus	0.00127619	Shimwellia
36051.0	413496	genus	0.00127619	Cronobacter
36051.0	174708	genus	0.00127619	Allobaculum
36051.0	455358	genus	0.00127619	Balneola
36051.0	33986	genus	0.00127619	Exiguobacterium
36051.0	43996	genus	0.00127619	Catonella
36051.0	55080	genus	0.00127619	Brevibacillus
36051.0	1827	genus	0.00127619	Rhodococcus
36051.0	48075	genus	0.00127619	Marinobacterium
36051.0	28453	genus	0.00127619	Sphingobacterium
36051.0	241189	genus	0.00127619	Hespellia
36051.0	896	genus	0.00127619	Desulfococcus
36051.0	586	genus	0.00127619	Providencia
36051.0	83660	genus	0.00127619	Desulfonispora
36051.0	1357	genus	0.00127619	Lactococcus
36051.0	830	genus	0.00127619	Butyrivibrio
	-1	genus	44.4766	Unknown
35847.0	816	genus	31.8759	Bacteroides
35847.0	2132	genus	11.0585	Spiroplasma
35847.0	286	genus	4.21295	Pseudomonas
35847.0	830	genus	3.2446	Butyrivibrio
35847.0	239759	genus	2.50681	Alistipes
35847.0	1263	genus	2.11276	Ruminococcus
35847.0	459786	genus	1.33305	Oscillibacter
35847.0	375288	genus	1.24921	Parabacteroides
35847.0	216851	genus	0.98931	Faecalibacterium
35847.0	162289	genus	0.708447	Peptoniphilus
35847.0	990721	genus	0.561727	Christensenella
35847.0	1485	genus	0.419199	Clostridium
35847.0	35832	genus	0.419199	Bilophila
35847.0	497	genus	0.394047	Psychrobacter
35847.0	1730	genus	0.326975	Eubacterium
35847.0	501783	genus	0.255712	Cloacibacterium
35847.0	244127	genus	0.25152	Anaerotruncus
35847.0	572511	genus	0.25152	Blautia
35847.0	28253	genus	0.201216	Marinomonas
35847.0	2172	genus	0.192832	Methanobrevibacter
35847.0	574697	genus	0.192832	Butyricimonas
35847.0	583	genus	0.192832	Proteus
35847.0	872	genus	0.163488	Desulfovibrio
35847.0	1573535	genus	0.150912	Holdemanella
35847.0	841	genus	0.129952	Roseburia
35847.0	239934	genus	0.12576	Akkermansia
35847.0	1506553	genus	0.113184	Lachnoclostridium
35847.0	1505657	genus	0.108992	Intestinibacter
35847.0	561	genus	0.0922239	Escherichia
35847.0	2147	genus	0.0754559	Acholeplasma
35847.0	838	genus	0.0712639	Prevotella
35847.0	869806	genus	0.0712639	Marivirga
35847.0	1301	genus	0.0544959	Streptococcus
35847.0	44249	genus	0.0503039	Paenibacillus
35847.0	189330	genus	0.0461119	Dorea
35847.0	253238	genus	0.0377279	Ethanoligenens
35847.0	44748	genus	0.0335359	Sporobacter
35847.0	2086	genus	0.029344	Anaeroplasma
35847.0	1569	genus	0.029344	Sporosarcina
35847.0	100175	genus	0.029344	Papillibacter
35847.0	1386	genus	0.025152	Bacillus
35847.0	33042	genus	0.025152	Coprococcus
35847.0	52225	genus	0.025152	Mitsuokella
35847.0	724	genus	0.02096	Haemophilus
35847.0	52784	genus	0.02096	Anaerofilum
35847.0	42255	genus	0.02096	Rubrobacter
35847.0	2152	genus	0.016768	Asteroleplasma
35847.0	79206	genus	0.016768	Desulfosporosinus
35847.0	61170	genus	0.016768	Holdemania
35847.0	264995	genus	0.016768	Anaerofustis
35847.0	836	genus	0.012576	Porphyromonas
35847.0	203804	genus	0.012576	Candidatus Blochmannia
35847.0	237	genus	0.012576	Flavobacterium
35847.0	698776	genus	0.012576	Cellulosilyticum
35847.0	1678	genus	0.012576	Bifidobacterium
35847.0	626	genus	0.00838399	Xenorhabdus
35847.0	577309	genus	0.00838399	Paraprevotella
35847.0	1506577	genus	0.00838399	Tyzzerella
35847.0	1508657	genus	0.00838399	Ruminiclostridium
35847.0	204037	genus	0.00838399	Dickeya
35847.0	82802	genus	0.00838399	Trichococcus
35847.0	653683	genus	0.00838399	Anaerosporobacter
35847.0	283168	genus	0.00838399	Odoribacter
35847.0	648800	genus	0.00419199	Solibacillus
35847.0	204475	genus	0.00419199	Gemmiger
35847.0	1649466	genus	0.00419199	Marinicauda
35847.0	241189	genus	0.00419199	Hespellia
35847.0	346096	genus	0.00419199	Paludibacter
35847.0	41273	genus	0.00419199	Tissierella
35847.0	1017280	genus	0.00419199	Pseudoflavonifractor
35847.0	1505663	genus	0.00419199	Erysipelatoclostridium
35847.0	715222	genus	0.00419199	Caldicoprobacter
35847.0	642	genus	0.00419199	Aeromonas
35847.0	1134403	genus	0.00419199	Melioribacter
35847.0	29465	genus	0.00419199	Veillonella
35847.0	545865	genus	0.00419199	Calditerrivibrio
35847.0	156973	genus	0.00419199	Dysgonomonas
35847.0	28138	genus	0.00419199	Rikenella
35847.0	44261	genus	0.00419199	Oxobacter
35847.0	292632	genus	0.00419199	Subdoligranulum
35847.0	44260	genus	0.00419199	Moorella
35847.0	135575	genus	0.00419199	Idiomarina
35847.0	1350	genus	0.00419199	Enterococcus
35847.0	590	genus	0.00419199	Salmonella
35847.0	420345	genus	0.00419199	Lactonifactor
35847.0	397864	genus	0.00419199	Barnesiella
35847.0	1883	genus	0.00419199	Streptomyces
35847.0	39948	genus	0.00419199	Dialister
35847.0	586	genus	0.00419199	Providencia
35847.0	83660	genus	0.00419199	Desulfonispora
35847.0	84108	genus	0.00419199	Slackia
35847.0	1164882	genus	0.00419199	Lachnoanaerobaculum
35847.0	262406	genus	0.00419199	Thermobaculum
35847.0	762551	genus	0.00419199	Jejuia
35847.0	332248	genus	0.00419199	Truepera
	-1	genus	34.8355	Unknown
35860.0	469	genus	27.8152	Acinetobacter
35860.0	52225	genus	3.63415	Mitsuokella
35860.0	816	genus	1.9717	Bacteroides
35860.0	239934	genus	1.38817	Akkermansia
35860.0	216851	genus	1.1069	Faecalibacterium
35860.0	239759	genus	0.764053	Alistipes
35860.0	830	genus	0.733267	Butyrivibrio
35860.0	40323	genus	0.636711	Stenotrophomonas
35860.0	68	genus	0.52756	Lysobacter
35860.0	286	genus	0.337247	Pseudomonas
35860.0	838	genus	0.319055	Prevotella
35860.0	577309	genus	0.293867	Paraprevotella
35860.0	1505663	genus	0.289669	Erysipelatoclostridium
35860.0	572511	genus	0.257483	Blautia
35860.0	44249	genus	0.253285	Paenibacillus
35860.0	872	genus	0.229496	Desulfovibrio
35860.0	577310	genus	0.207106	Parasutterella
35860.0	1569	genus	0.181917	Sporosarcina
35860.0	1357	genus	0.166524	Lactococcus
35860.0	1573535	genus	0.165125	Holdemanella
35860.0	561	genus	0.158128	Escherichia
35860.0	375288	genus	0.144135	Parabacteroides
35860.0	1678	genus	0.113349	Bifidobacterium
35860.0	574697	genus	0.104952	Butyricimonas
35860.0	13334	genus	0.0965562	Anaerobiospirillum
35860.0	2147	genus	0.08816	Acholeplasma
35860.0	1263	genus	0.0853612	Ruminococcus
35860.0	234	genus	0.0825625	Brucella
35860.0	1506553	genus	0.0797638	Lachnoclostridium
35860.0	366614	genus	0.0783644	Haematobacter
35860.0	162289	genus	0.0755657	Peptoniphilus
35860.0	1485	genus	0.072767	Clostridium
35860.0	338	genus	0.0713676	Xanthomonas
35860.0	41275	genus	0.0685689	Brevundimonas
35860.0	1730	genus	0.0657701	Eubacterium
35860.0	125216	genus	0.0643708	Roseomonas
35860.0	1301	genus	0.061572	Streptococcus
35860.0	397864	genus	0.057374	Barnesiella
35860.0	528	genus	0.0475784	Ochrobactrum
35860.0	189330	genus	0.0433803	Dorea
35860.0	332102	genus	0.0405816	Fluviicola
35860.0	459786	genus	0.0391822	Oscillibacter
35860.0	165695	genus	0.0335848	Sphingobium
35860.0	204037	genus	0.0279873	Dickeya
35860.0	33042	genus	0.0279873	Coprococcus
35860.0	841	genus	0.0265879	Roseburia
35860.0	253238	genus	0.0251886	Ethanoligenens
35860.0	1505657	genus	0.0209905	Intestinibacter
35860.0	283168	genus	0.0209905	Odoribacter
35860.0	2132	genus	0.0195911	Spiroplasma
35860.0	338191	genus	0.0181917	Nitrosopumilus
35860.0	990721	genus	0.0167924	Christensenella
35860.0	48463	genus	0.015393	Prosthecobacter
35860.0	379	genus	0.015393	Rhizobium
35860.0	1378	genus	0.0139936	Gemella
35860.0	1386	genus	0.0139936	Bacillus
35860.0	724	genus	0.0125943	Haemophilus
35860.0	173479	genus	0.0111949	Gemmatimonas
35860.0	222	genus	0.0111949	Achromobacter
35860.0	1350	genus	0.00979555	Enterococcus
35860.0	160700	genus	0.00979555	Albibacter
35860.0	1696	genus	0.00979555	Brevibacterium
35860.0	82800	genus	0.00839619	Desemzia
35860.0	1506577	genus	0.00839619	Tyzzerella
35860.0	332162	genus	0.00839619	Candidatus Solibacter
35860.0	305976	genus	0.00839619	Pusillimonas
35860.0	178440	genus	0.00839619	Opitutus
35860.0	244127	genus	0.00839619	Anaerotruncus
35860.0	414371	genus	0.00699682	Aureimonas
35860.0	39948	genus	0.00699682	Dialister
35860.0	61170	genus	0.00699682	Holdemania
35860.0	642	genus	0.00699682	Aeromonas
35860.0	1754	genus	0.00699682	Thermoanaerobacter
35860.0	357	genus	0.00699682	Agrobacterium
35860.0	590	genus	0.00559746	Salmonella
35860.0	586	genus	0.00559746	Providencia
35860.0	2735	genus	0.00559746	Verrucomicrobium
35860.0	497	genus	0.00559746	Psychrobacter
35860.0	836	genus	0.00559746	Porphyromonas
35860.0	346096	genus	0.00559746	Paludibacter
35860.0	629	genus	0.00559746	Yersinia
35860.0	475	genus	0.00559746	Moraxella
35860.0	135575	genus	0.00559746	Idiomarina
35860.0	1030	genus	0.00419809	Thiothrix
35860.0	265	genus	0.00419809	Paracoccus
35860.0	44748	genus	0.00419809	Sporobacter
35860.0	55080	genus	0.00419809	Brevibacillus
35860.0	59735	genus	0.00419809	Bergeyella
35860.0	117563	genus	0.00419809	Granulicatella
35860.0	29526	genus	0.00419809	Syntrophobacter
35860.0	233191	genus	0.00279873	Caldilinea
35860.0	2717	genus	0.00279873	Cardiobacterium
35860.0	1508657	genus	0.00279873	Ruminiclostridium
35860.0	460073	genus	0.00279873	Segetibacter
35860.0	53246	genus	0.00279873	Pseudoalteromonas
35860.0	165779	genus	0.00279873	Anaerococcus
35860.0	241189	genus	0.00279873	Hespellia
35860.0	570	genus	0.00279873	Klebsiella
35860.0	1676142	genus	0.00279873	Wenzhouxiangella
35860.0	85413	genus	0.00279873	Bosea
35860.0	998014	genus	0.00279873	Cocleimonas
35860.0	200473	genus	0.00139936	Brumimicrobium
35860.0	1647	genus	0.00139936	Erysipelothrix
35860.0	168658	genus	0.00139936	Rhodoblastus
35860.0	653683	genus	0.00139936	Anaerosporobacter
35860.0	194	genus	0.00139936	Campylobacter
35860.0	517	genus	0.00139936	Bordetella
35860.0	376488	genus	0.00139936	Halotalea
35860.0	83770	genus	0.00139936	Succinivibrio
35860.0	204475	genus	0.00139936	Gemmiger
35860.0	48736	genus	0.00139936	Ralstonia
35860.0	1121251	genus	0.00139936	Cucumibacter
35860.0	1549126	genus	0.00139936	Desulfatiglans
35860.0	84565	genus	0.00139936	Sodalis
35860.0	644652	genus	0.00139936	Gordonibacter
35860.0	146918	genus	0.00139936	Salinibacter
35860.0	1335483	genus	0.00139936	Shimwellia
35860.0	59753	genus	0.00139936	Alcanivorax
35860.0	212791	genus	0.00139936	Enhydrobacter
35860.0	120961	genus	0.00139936	Roseiflexus
35860.0	1578	genus	0.00139936	Lactobacillus
35860.0	58050	genus	0.00139936	Moritella
35860.0	547	genus	0.00139936	Enterobacter
35860.0	1060	genus	0.00139936	Rhodobacter
35860.0	12916	genus	0.00139936	Acidovorax
35860.0	543311	genus	0.00139936	Parvimonas
35860.0	648800	genus	0.00139936	Solibacillus
35860.0	42255	genus	0.00139936	Rubrobacter
35860.0	29465	genus	0.00139936	Veillonella
35860.0	70774	genus	0.00139936	Hydrogenophilus
35860.0	1017280	genus	0.00139936	Pseudoflavonifractor
35860.0	702	genus	0.00139936	Plesiomonas
35860.0	670486	genus	0.00139936	Dehalogenimonas
35860.0	413496	genus	0.00139936	Cronobacter
35860.0	359336	genus	0.00139936	Castellaniella
35860.0	583	genus	0.00139936	Proteus
35860.0	28253	genus	0.00139936	Marinomonas
35860.0	41273	genus	0.00139936	Tissierella
35860.0	507	genus	0.00139936	Alcaligenes
35860.0	1562	genus	0.00139936	Desulfotomaculum
	-1	genus	56.1159	Unknown
36017.0	816	genus	6.20754	Bacteroides
36017.0	577309	genus	5.3459	Paraprevotella
36017.0	1716	genus	2.54557	Corynebacterium
36017.0	1350	genus	1.81442	Enterococcus
36017.0	1506553	genus	0.584093	Lachnoclostridium
36017.0	375288	genus	0.584093	Parabacteroides
36017.0	286	genus	0.484673	Pseudomonas
36017.0	39948	genus	0.327258	Dialister
36017.0	216851	genus	0.271334	Faecalibacterium
36017.0	162289	genus	0.192626	Peptoniphilus
36017.0	561	genus	0.190555	Escherichia
36017.0	572511	genus	0.1657	Blautia
36017.0	1386	genus	0.161558	Bacillus
36017.0	165779	genus	0.120133	Anaerococcus
36017.0	1506577	genus	0.109776	Tyzzerella
36017.0	397864	genus	0.109776	Barnesiella
36017.0	189330	genus	0.0932063	Dorea
36017.0	1279	genus	0.08285	Staphylococcus
36017.0	1301	genus	0.0807788	Streptococcus
36017.0	459786	genus	0.0787075	Oscillibacter
36017.0	44249	genus	0.0621375	Paenibacillus
36017.0	838	genus	0.0559238	Prevotella
36017.0	33042	genus	0.0559238	Coprococcus
36017.0	1485	genus	0.0517813	Clostridium
36017.0	574697	genus	0.0517813	Butyricimonas
36017.0	239759	genus	0.04971	Alistipes
36017.0	872	genus	0.0455675	Desulfovibrio
36017.0	244127	genus	0.0455675	Anaerotruncus
36017.0	204037	genus	0.0434963	Dickeya
36017.0	173479	genus	0.041425	Gemmatimonas
36017.0	1678	genus	0.041425	Bifidobacterium
36017.0	497	genus	0.0393538	Psychrobacter
36017.0	544	genus	0.0393538	Citrobacter
36017.0	1654	genus	0.0352113	Actinomyces
36017.0	42255	genus	0.0352113	Rubrobacter
36017.0	283168	genus	0.03314	Odoribacter
36017.0	1578	genus	0.0289975	Lactobacillus
36017.0	295418	genus	0.0269263	Rubellimicrobium
36017.0	29465	genus	0.0207125	Veillonella
36017.0	629	genus	0.0186413	Yersinia
36017.0	150022	genus	0.01657	Finegoldia
36017.0	161492	genus	0.0144988	Anaeromyxobacter
36017.0	1210119	genus	0.0144988	Ohtaekwangia
36017.0	239934	genus	0.0144988	Akkermansia
36017.0	1505663	genus	0.0124275	Erysipelatoclostridium
36017.0	28253	genus	0.0124275	Marinomonas
36017.0	338191	genus	0.0124275	Nitrosopumilus
36017.0	1854	genus	0.0124275	Frankia
36017.0	59735	genus	0.0124275	Bergeyella
36017.0	724	genus	0.0124275	Haemophilus
36017.0	2735	genus	0.0103563	Verrucomicrobium
36017.0	1433993	genus	0.0103563	Chryseolinea
36017.0	1236988	genus	0.0103563	Geofilum
36017.0	906	genus	0.0103563	Megasphaera
36017.0	33986	genus	0.0103563	Exiguobacterium
36017.0	958	genus	0.0103563	Bdellovibrio
36017.0	1730	genus	0.008285	Eubacterium
36017.0	241189	genus	0.008285	Hespellia
36017.0	419014	genus	0.008285	Alloscardovia
36017.0	1263	genus	0.008285	Ruminococcus
36017.0	113	genus	0.008285	Gemmata
36017.0	420345	genus	0.008285	Lactonifactor
36017.0	836	genus	0.008285	Porphyromonas
36017.0	178440	genus	0.008285	Opitutus
36017.0	1883	genus	0.008285	Streptomyces
36017.0	84111	genus	0.008285	Eggerthella
36017.0	644652	genus	0.008285	Gordonibacter
36017.0	346096	genus	0.008285	Paludibacter
36017.0	841	genus	0.008285	Roseburia
36017.0	990721	genus	0.00621375	Christensenella
36017.0	65551	genus	0.00621375	Meiothermus
36017.0	52784	genus	0.00621375	Anaerofilum
36017.0	2056	genus	0.00621375	Sphaerobacter
36017.0	682522	genus	0.00621375	Ilumatobacter
36017.0	2172	genus	0.00621375	Methanobrevibacter
36017.0	120961	genus	0.00621375	Roseiflexus
36017.0	1107	genus	0.00621375	Chloroflexus
36017.0	1649453	genus	0.00621375	Gimesia
36017.0	1573535	genus	0.00621375	Holdemanella
36017.0	13687	genus	0.00621375	Sphingomonas
36017.0	117563	genus	0.0041425	Granulicatella
36017.0	2132	genus	0.0041425	Spiroplasma
36017.0	85	genus	0.0041425	Hyphomonas
36017.0	577310	genus	0.0041425	Parasutterella
36017.0	2147	genus	0.0041425	Acholeplasma
36017.0	590	genus	0.0041425	Salmonella
36017.0	79328	genus	0.0041425	Chitinophaga
36017.0	207244	genus	0.0041425	Anaerostipes
36017.0	620	genus	0.0041425	Shigella
36017.0	1763	genus	0.0041425	Mycobacterium
36017.0	2357	genus	0.0041425	Desulfomonile
36017.0	100883	genus	0.0041425	Coprobacillus
36017.0	1378	genus	0.0041425	Gemella
36017.0	469	genus	0.0041425	Acinetobacter
36017.0	374	genus	0.0041425	Bradyrhizobium
36017.0	460073	genus	0.0041425	Segetibacter
36017.0	52225	genus	0.0041425	Mitsuokella
36017.0	570	genus	0.0041425	Klebsiella
36017.0	299566	genus	0.00207125	Adhaeribacter
36017.0	830	genus	0.00207125	Butyrivibrio
36017.0	55080	genus	0.00207125	Brevibacillus
36017.0	13334	genus	0.00207125	Anaerobiospirillum
36017.0	82800	genus	0.00207125	Desemzia
36017.0	1866885	genus	0.00207125	Mycobacterium fortuitum complex
36017.0	41273	genus	0.00207125	Tissierella
36017.0	53246	genus	0.00207125	Pseudoalteromonas
36017.0	28100	genus	0.00207125	Phyllobacterium
36017.0	1434010	genus	0.00207125	Jatrophihabitans
36017.0	281119	genus	0.00207125	Candidatus Amoebophilus
36017.0	33882	genus	0.00207125	Microbacterium
36017.0	1549126	genus	0.00207125	Desulfatiglans
36017.0	565005	genus	0.00207125	Nubsella
36017.0	1055688	genus	0.00207125	Sandaracinus
36017.0	182639	genus	0.00207125	Kribbella
36017.0	41275	genus	0.00207125	Brevundimonas
36017.0	58050	genus	0.00207125	Moritella
36017.0	442430	genus	0.00207125	Coraliomargarita
36017.0	233189	genus	0.00207125	Anaerolinea
36017.0	407	genus	0.00207125	Methylobacterium
36017.0	458032	genus	0.00207125	Chloracidobacterium
36017.0	862261	genus	0.00207125	Caldanaerobius
36017.0	29330	genus	0.00207125	Alicyclobacillus
36017.0	32257	genus	0.00207125	Kingella
36017.0	1505664	genus	0.00207125	Gottschalkia
36017.0	1649459	genus	0.00207125	Hungatella
36017.0	233191	genus	0.00207125	Caldilinea
36017.0	203804	genus	0.00207125	Candidatus Blochmannia
36017.0	1839	genus	0.00207125	Nocardioides
36017.0	893	genus	0.00207125	Desulfobulbus
36017.0	49184	genus	0.00207125	Kineosporia
36017.0	37914	genus	0.00207125	Dietzia
	-1	genus	78.8815	Unknown
36025.0	816	genus	24.7203	Bacteroides
36025.0	239759	genus	20.5327	Alistipes
36025.0	1678	genus	2.61422	Bifidobacterium
