ncbi_taxon_id	taxon_rank_level	scientific_name	numRunsWhereFound	meanRelAdun	medianRelAdun	SDRelAdun
1696	genus	Brevibacterium	12	0.06528014108333333	0.0126801	0.1069121306593313
158848	genus	Moellerella	2	0.14018345	0.14018345	0.169396692532071
204037	genus	Dickeya	7	0.028564058571428574	0.0244591	0.015455902769061437
574697	genus	Butyricimonas	9	0.16538683888888892	0.118775	0.18102977919720106
869806	genus	Marivirga	6	0.05095822	0.03089195	0.05227702720747614
204475	genus	Gemmiger	8	0.01968734375	0.01314565	0.018798950077340514
120961	genus	Roseiflexus	2	0.012867245	0.012867245	0.010658581137283235
862261	genus	Caldanaerobius	6	0.06244633166666667	0.01449281	0.1093077081261951
51668	genus	Tetragenococcus	6	0.018546588333333332	0.012057665	0.01700869044898568
46913	genus	Devosia	2	0.011719275	0.011719275	0.004386784404464163
234	genus	Brucella	3	0.21520533333333336	0.137878	0.1587502243032536
33877	genus	Agromyces	2	0.0161022	0.0161022	0.007695018835584485
165696	genus	Novosphingobium	3	0.013513416666666667	0.0172347	0.011034524976900153
2013	genus	Nocardiopsis	2	0.09369333499999999	0.09369333499999999	0.1264090055111757
74385	genus	Gracilibacillus	2	0.020889945	0.020889945	0.022894922564360203
66848	genus	Desulfonatronum	5	0.0067283808	0.0102701	0.005295077764008684
125216	genus	Roseomonas	2	0.06548274999999999	0.06548274999999999	0.07705943635353817
257820	genus	Kerstersia	2	0.010547579999999999	0.010547579999999999	0.010451632195633368
34072	genus	Variovorax	2	0.018329605	0.018329605	0.017609921628958206
137460	genus	Aerosphaera	2	0.0134328	0.0134328	0.010542679264778948
75	genus	Caulobacter	2	0.01159795	0.01159795	0.000699823581340327
214906	genus	Histophilus	2	0.01516015	0.01516015	0.01939685824676254
352	genus	Azotobacter	3	0.012760563333333334	0.0153014	0.0065408896905568845
187	genus	Aquaspirillum	3	0.05910389	0.011755	0.08826662202897707
660628	genus	Insolitispirillum	3	0.05911196666666666	0.053261	0.059545536032546836
456492	genus	Saccharibacillus	2	0.01612996	0.01612996	0.018273817114746443
270	genus	Thermus	5	0.05199684000000001	0.0593366	0.036227624840140984
1573536	genus	Faecalicoccus	2	0.014914225	0.014914225	0.01247389395021659
