ncbi_taxon_id	taxon_rank_level	relative_abundance	scientific_name
55602	species	0.000943833	Mycoplasma buccale
228603	species	0.000943833	Prevotella shahii
76853	species	0.000943833	Solibacillus silvestris
1563	species	0.000943833	Desulfosporosinus orientis
171288	species	0.000943833	Mycoplasma molare
1459	species	0.000943833	Sporosarcina globispora
202604	species	0.000943833	Moorella mulderi
430522	species	0.000943833	Pedobacter steynii
461876	species	0.000943833	Alkaliphilus oremlandii
426703	species	0.000943833	Alkalibacterium putridalgicola
232721	species	0.000943833	Acidovorax sp. JS42
184064	species	0.000943833	Thermodesulfobium narugense
156974	species	0.000943833	Dysgonomonas gadei
97253	species	0.000943833	Eubacterium plexicaudatum
1134405	species	0.000943833	Melioribacter roseus
287990	species	0.000943833	Marinitoga hydrogenitolerans
891	species	0.000943833	Desulfuromonas acetoxidans
36844	species	0.000943833	Clostridium homopropionicum
174709	species	0.000943833	Allobaculum stercoricanis
1471	species	0.000943833	Bacillus methanolicus
134821	species	0.000943833	Ureaplasma parvum
859	species	0.000943833	Fusobacterium necrophorum
28112	species	0.000943833	Tannerella forsythia
218284	species	0.000943833	Bacillus vietnamensis
1280	species	0.000943833	Staphylococcus aureus
61435	species	0.000943833	Dehalococcoides mccartyi
1533	species	0.000943833	Clostridium fallax
1133319	species	0.000943833	Bacteroides reticulotermitis
208226	species	0.000943833	Alkaliphilus metalliredigens
1455	species	0.000943833	Bacillus badius
270498	species	0.000943833	Catabacter hongkongensis
1042156	species	0.000943833	Clostridium sp. SY8519
658457	species	0.000943833	Pseudomonas composti
216946	species	0.000943833	Spiroplasma turonicum
294	species	0.000943833	Pseudomonas fluorescens
860	species	0.000943833	Fusobacterium periodonticum
29354	species	0.000943833	[Clostridium] celerecrescens
589537	species	0.000943833	Prevotella dentasini
1462	species	0.000943833	Geobacillus kaustophilus
37923	species	0.000943833	Kocuria kristinae
1423	species	0.000943833	Bacillus subtilis
732236	species	0.000943833	Prevotella sp. JCM 6330
1525	species	0.000943833	Moorella thermoacetica
121163	species	0.000943833	Actinomyces suimastitidis
43997	species	0.000943833	Catonella morbi
395922	species	0.000943833	Coraliomargarita akajimensis
691816	species	0.000943833	Bacteroides rodentium
1519	species	0.000943833	Clostridium tyrobutyricum
197614	species	0.000943833	Streptococcus pasteurianus
161493	species	0.000943833	Anaeromyxobacter dehalogenans
390842	species	0.000943833	Lactobacillus parafarraginis
33075	species	0.000943833	Acidobacterium capsulatum
118748	species	0.000943833	Bulleidia extructa
208480	species	0.000943833	Actinomyces nasicola
327095	species	0.000943833	Demequina aestuarii
237258	species	0.000943833	Cloacibacterium normanense
-1	species	41.5683	Unknown
165179	species	24.2903	Prevotella copri
1755626	species	10.3379	Faecalibacterium sp. MC_41
45851	species	5.56017	Butyrivibrio crossotus
351091	species	3.14361	Oscillibacter valericigenes
28125	species	2.49273	Prevotella bivia
901	species	1.82108	Desulfovibrio piger
1630	species	1.73106	Kandleria vitulina
28128	species	1.16327	Prevotella corporis
39485	species	1.08711	[Eubacterium] eligens
228603	species	1.06633	Prevotella shahii
1735	species	1.04556	Holdemanella biformis
218538	species	0.907077	Dialister invisus
44749	species	0.727046	Sporobacter termitidis
69825	species	0.720122	[Clostridium] indolis
40520	species	0.650879	Blautia obeum
1512	species	0.623182	[Clostridium] symbiosum
633701	species	0.623182	Prevotella saccharolytica
536633	species	0.581637	Blautia glucerasea
589436	species	0.55394	Prevotella fusca
301301	species	0.547016	Roseburia hominis
40519	species	0.50547	Ruminococcus callidus
823	species	0.477773	Parabacteroides distasonis
1515	species	0.477773	Ruminiclostridium thermocellum
46503	species	0.477773	Parabacteroides merdae
410072	species	0.436228	Coprococcus comes
46206	species	0.380834	Pseudobutyrivibrio ruminis
33043	species	0.353137	Coprococcus eutactus
821	species	0.339288	Bacteroides vulgatus
84030	species	0.332364	[Clostridium] saccharolyticum
39497	species	0.32544	Eubacterium xylanophilum
386414	species	0.297743	Prevotella timonensis
281920	species	0.297743	Porphyromonas uenonis
118748	species	0.283894	Bulleidia extructa
839	species	0.27697	Prevotella ruminicola
28127	species	0.270046	Prevotella buccalis
28129	species	0.256197	Prevotella denticola
169435	species	0.249273	Anaerotruncus colihominis
1265	species	0.235424	Ruminococcus flavefaciens
208479	species	0.235424	[Clostridium] bolteae
114527	species	0.207727	Mogibacterium diversum
43131	species	0.200803	Tissierella praeacuta
28135	species	0.193879	Prevotella oris
28130	species	0.186955	Prevotella disiens
166486	species	0.152333	Roseburia intestinalis
39950	species	0.152333	Dialister pneumosintes
134605	species	0.145409	Fusobacterium equinum
261299	species	0.138485	Intestinibacter bartlettii
40518	species	0.131561	Ruminococcus bromii
39486	species	0.124636	Dorea formicigenerans
1267	species	0.117712	Clostridium ventriculi
84026	species	0.117712	[Clostridium] methylpentosum
39484	species	0.117712	Eubacterium desmolans
185293	species	0.117712	Prevotella oryzae
907	species	0.117712	Megasphaera elsdenii
288965	species	0.110788	[Clostridium] clariflavum
28123	species	0.103864	Porphyromonas asaccharolytica
133926	species	0.103864	Olsenella uli
185294	species	0.103864	Prevotella paludivivens
2741	species	0.0969395	Peptococcus niger
1535	species	0.0900152	[Clostridium] leptum
28137	species	0.083091	Prevotella veroralis
282402	species	0.083091	Prevotella multiformis
2317	species	0.083091	Methanosphaera stadtmanae
84109	species	0.083091	Slackia exigua
1559	species	0.083091	Clostridium tertium
397865	species	0.0761667	Barnesiella viscericola
477666	species	0.0692425	Bacteroides graminisolvens
851	species	0.0692425	Fusobacterium nucleatum
376804	species	0.0692425	Bacteroides barnesiae
28446	species	0.0623182	[Clostridium] propionicum
1161942	species	0.0623182	Ruminococcus champanellensis
831	species	0.0623182	Butyrivibrio fibrisolvens
77095	species	0.0623182	Prevotella bryantii
28116	species	0.055394	Bacteroides ovatus
341694	species	0.055394	Peptostreptococcus stomatis
36745	species	0.055394	Clostridium saccharoperbutylacetonicum
33029	species	0.055394	Anaerococcus hydrogenalis
29375	species	0.055394	[Clostridium] xylanolyticum
187327	species	0.055394	Acidaminococcus intestini
820	species	0.055394	Bacteroides uniformis
114528	species	0.0484697	Mogibacterium neglectum
1827099	species	0.0484697	Peptoniphilus sp. JCM 8141
39490	species	0.0484697	Eubacterium ramulus
28136	species	0.0484697	Prevotella oulorum
1260	species	0.0484697	Finegoldia magna
1755629	species	0.0415455	Victivallis sp. MC_44
645466	species	0.0415455	Anaerostipes butyraticus
242750	species	0.0415455	Prevotella bergensis
28134	species	0.0415455	Prevotella oralis
199	species	0.0415455	Campylobacter concisus
423605	species	0.0346212	Elusimicrobium minutum
33032	species	0.0346212	Anaerococcus lactolyticus
626930	species	0.0346212	Bacteroides fluxus
47678	species	0.0346212	Bacteroides caccae
33953	species	0.0346212	Clostridium aminobutyricum
847	species	0.0346212	Oxalobacter formigenes
48256	species	0.0346212	[Clostridium] hungatei
84032	species	0.0346212	[Clostridium] thermosuccinogenes
626937	species	0.027697	Christensenella minuta
36847	species	0.027697	[Clostridium] neopropionicum
35785	species	0.027697	Clostridium maximum
36874	species	0.027697	Porphyromonas cangingivalis
454154	species	0.027697	Paraprevotella clara
840	species	0.027697	Prevotella loescheii
310298	species	0.027697	Bacteroides coprocola
39029	species	0.027697	Megasphaera cerevisiae
33031	species	0.027697	Peptoniphilus lacrimalis
52226	species	0.027697	Mitsuokella multacida
39498	species	0.0207727	[Eubacterium] yurii
1428	species	0.0207727	Bacillus thuringiensis
876	species	0.0207727	Desulfovibrio desulfuricans
52787	species	0.0207727	Anaerofilum pentosovorans
328812	species	0.0207727	Parabacteroides goldsteinii
309120	species	0.0207727	Dialister micraerophilus
29370	species	0.0207727	[Clostridium] sphenoides
35833	species	0.0207727	Bilophila wadsworthia
1291540	species	0.0207727	Candidatus Methanomethylophilus alvus
61435	species	0.0138485	Dehalococcoides mccartyi
133453	species	0.0138485	Caldilinea aerophila
1776082	species	0.0138485	Shigella sp. SF-2015
589437	species	0.0138485	Prevotella scopos
100884	species	0.0138485	Coprobacillus cateniformis
33035	species	0.0138485	Blautia producta
35519	species	0.0138485	Mogibacterium timidum
454155	species	0.0138485	Paraprevotella xylaniphila
76123	species	0.0138485	Prevotella enoeca
216932	species	0.0138485	Spiroplasma chinense
403935	species	0.0138485	Streptomyces radiopugnans
33039	species	0.0138485	[Ruminococcus] torques
29466	species	0.0138485	Veillonella parvula
33038	species	0.0138485	[Ruminococcus] gnavus
270498	species	0.0138485	Catabacter hongkongensis
246787	species	0.0138485	Bacteroides cellulosilyticus
29348	species	0.0138485	[Clostridium] spiroforme
137732	species	0.0138485	Granulicatella elegans
2702	species	0.0138485	Gardnerella vaginalis
216941	species	0.0138485	Spiroplasma leptinotarsae
552810	species	0.0138485	Dehalogenimonas lykanthroporepellens
106588	species	0.0138485	Pseudoflavonifractor capillosus
85993	species	0.0138485	Hydrogenophilus hirschii
1404	species	0.0138485	Bacillus megaterium
905	species	0.0138485	Acidaminococcus fermentans
219748	species	0.0138485	Clostridium tunisiense
310297	species	0.0138485	Bacteroides plebeius
328814	species	0.0138485	Alistipes shahii
28118	species	0.0138485	Odoribacter splanchnicus
470565	species	0.0138485	Prevotella histicola
105841	species	0.0138485	Anaerostipes caccae
86664	species	0.0138485	Bacillus flexus
46506	species	0.0138485	Bacteroides stercoris
28126	species	0.00692425	Prevotella buccae
157838	species	0.00692425	Bacillus shackletonii
1455	species	0.00692425	Bacillus badius
29355	species	0.00692425	[Clostridium] cellobioparum
1487956	species	0.00692425	Corynebacterium sp. ATCC 6931
102684	species	0.00692425	Streptococcus infantarius
467210	species	0.00692425	Lachnoanaerobaculum saburreum
100176	species	0.00692425	Papillibacter cinnamivorans
860	species	0.00692425	Fusobacterium periodonticum
39492	species	0.00692425	[Eubacterium] siraeum
43948	species	0.00692425	Tolumonas auensis
228419	species	0.00692425	Acholeplasma pleciae
28131	species	0.00692425	Prevotella intermedia
1264	species	0.00692425	Ruminococcus albus
305719	species	0.00692425	Prevotella baroniae
29360	species	0.00692425	Cellulosilyticum lentocellum
574375	species	0.00692425	Bacillus gaemokensis
1497	species	0.00692425	Clostridium formicaceticum
1527	species	0.00692425	Anaerocolumna aminovalerica
1563	species	0.00692425	Desulfosporosinus orientis
1114008	species	0.00692425	Lactobacillus sp. NBRC 107185
338188	species	0.00692425	Bacteroides finegoldii
41976	species	0.00692425	Porphyromonas catoniae
729	species	0.00692425	Haemophilus parainfluenzae
167964	species	0.00692425	Anaerolinea thermophila
1491	species	0.00692425	Clostridium botulinum
290053	species	0.00692425	Bacteroides helcogenes
1680	species	0.00692425	Bifidobacterium adolescentis
562	species	0.00692425	Escherichia coli
78342	species	0.00692425	Bifidobacterium gallicum
170367	species	0.00692425	Paenibacillus anaericanus
1725	species	0.00692425	Corynebacterium xerosis
52561	species	0.00692425	Desulfomicrobium norvegicum
1598	species	0.00692425	Lactobacillus reuteri
66219	species	0.00692425	Lachnoclostridium phytofermentans
1393	species	0.00692425	Brevibacillus brevis
29371	species	0.00692425	[Clostridium] termitidis
1133319	species	0.00692425	Bacteroides reticulotermitis
204516	species	0.00692425	Bacteroides massiliensis
58172	species	0.00692425	Paenibacillus sp.
39496	species	0.00692425	Eubacterium ventriosum
1547	species	0.00692425	Erysipelatoclostridium ramosum
502558	species	0.00692425	Eggerthella sp. YY7918
39482	species	0.00692425	[Eubacterium] contortum
33943	species	0.00692425	Kyrpidia tusciae
863643	species	0.00692425	Thermincola potens
166501	species	0.00692425	Thermobaculum terrenum
44742	species	0.00692425	Desulfovibrio fairfieldensis
218205	species	0.00692425	Garciella nitratireducens
43305	species	0.00692425	Butyrivibrio proteoclasticus
132132	species	0.00692425	Desulfomicrobium orale
89153	species	0.00692425	[Clostridium] hylemonae
77768	species	0.00692425	Prevotella albensis
1465754	species	0.00692425	Alistipes timonensis
584	species	0.00692425	Proteus mirabilis
1660	species	0.00692425	Actinomyces odontolyticus
1566358	species	0.00692425	Paenibacillus sp. IHBB 10380
29354	species	0.00692425	[Clostridium] celerecrescens
1113741	species	0.00692425	Bacillus sp. NBRC 101250
691816	species	0.00692425	Bacteroides rodentium
39488	species	0.00692425	[Eubacterium] hallii
38304	species	0.00692425	Corynebacterium tuberculostearicum
363277	species	0.00692425	Ktedonobacter racemifer
39483	species	0.00692425	Faecalitalea cylindroides
189722	species	0.00692425	Prevotella marshii
90730	species	0.00692425	Desulfosarcina cetonica
312279	species	0.00692425	Emticicia oligotrophica
39491	species	0.00692425	[Eubacterium] rectale
180164	species	0.00692425	Blautia schinkii
1648	species	0.00692425	Erysipelothrix rhusiopathiae
122355	species	0.00692425	Pseudomonas psychrophila
132919	species	0.00692425	Rhodococcus jostii
1536	species	0.00692425	Hathewaya limosa
1646	species	0.00692425	Renibacterium salmoninarum
228604	species	0.00692425	Prevotella salivae
2150	species	0.00692425	Acholeplasma modicum
341225	species	0.00692425	[Clostridium] saccharogumia
189723	species	0.00692425	Prevotella micans
328813	species	0.00692425	Alistipes onderdonkii
45254	species	0.00692425	Dysgonomonas capnocytophagoides
1054	species	0.00692425	Ectothiorhodospira shaposhnikovii
1303	species	0.00692425	Streptococcus oralis
1747	species	0.00692425	Propionibacterium acnes
256847	species	0.00692425	Lentisphaera araneosa
53443	species	0.00692425	Blautia hydrogenotrophica
1134405	species	0.00692425	Melioribacter roseus
1507	species	0.00692425	Clostridium sp. ATCC 29733
360911	species	0.00692425	Exiguobacterium sp. AT1b
1168034	species	0.00692425	Draconibacterium orientale
1521	species	0.00692425	[Clostridium] cellulolyticum
36835	species	0.00692425	[Clostridium] colinum
437898	species	0.00692425	Sutterella parvirubra
97253	species	0.00692425	Eubacterium plexicaudatum
-1	species	27.3508	Unknown
1755626	species	21.9936	Faecalibacterium sp. MC_41
246787	species	8.16098	Bacteroides cellulosilyticus
69825	species	5.76759	[Clostridium] indolis
397865	species	4.65352	Barnesiella viscericola
204516	species	4.57356	Bacteroides massiliensis
821	species	3.82729	Bacteroides vulgatus
820	species	2.94243	Bacteroides uniformis
454154	species	2.70256	Paraprevotella clara
818	species	2.17484	Bacteroides thetaiotaomicron
84032	species	1.80171	[Clostridium] thermosuccinogenes
1161942	species	1.72708	Ruminococcus champanellensis
1515	species	1.04478	Ruminiclostridium thermocellum
39485	species	1.01279	[Eubacterium] eligens
823	species	0.900853	Parabacteroides distasonis
46506	species	0.788913	Bacteroides stercoris
40520	species	0.719616	Blautia obeum
28118	species	0.682303	Odoribacter splanchnicus
29375	species	0.634328	[Clostridium] xylanolyticum
29348	species	0.586354	[Clostridium] spiroforme
536633	species	0.565032	Blautia glucerasea
239935	species	0.54904	Akkermansia muciniphila
44749	species	0.54904	Sporobacter termitidis
28116	species	0.527719	Bacteroides ovatus
487175	species	0.527719	Parasutterella excrementihominis
351091	species	0.485075	Oscillibacter valericigenes
328814	species	0.351812	Alistipes shahii
84030	species	0.335821	[Clostridium] saccharolyticum
187327	species	0.32516	Acidaminococcus intestini
46503	species	0.298507	Parabacteroides merdae
89153	species	0.277185	[Clostridium] hylemonae
626932	species	0.266525	Alistipes indistinctus
1512	species	0.229211	[Clostridium] symbiosum
1535	species	0.191898	[Clostridium] leptum
328813	species	0.186567	Alistipes onderdonkii
29552	species	0.149254	Acholeplasma axanthum
328812	species	0.143923	Parabacteroides goldsteinii
626931	species	0.143923	Bacteroides oleiciplenus
1265	species	0.138593	Ruminococcus flavefaciens
33043	species	0.138593	Coprococcus eutactus
329854	species	0.133262	Bacteroides intestinalis
33035	species	0.127932	Blautia producta
214856	species	0.117271	Alistipes finegoldii
301301	species	0.117271	Roseburia hominis
39486	species	0.117271	Dorea formicigenerans
39492	species	0.11194	[Eubacterium] siraeum
357276	species	0.10661	Bacteroides dorei
166486	species	0.10661	Roseburia intestinalis
39497	species	0.101279	Eubacterium xylanophilum
291645	species	0.101279	Bacteroides nordii
29356	species	0.0959488	Clostridium chartatabidum
169435	species	0.0959488	Anaerotruncus colihominis
310300	species	0.0959488	Bacteroides pyogenes
410072	species	0.0906183	Coprococcus comes
28446	species	0.0852878	[Clostridium] propionicum
36847	species	0.0799574	[Clostridium] neopropionicum
1532	species	0.0746269	Blautia coccoides
1264	species	0.0586354	Ruminococcus albus
143393	species	0.0586354	[Eubacterium] sulci
671267	species	0.0586354	Bacteroides sartorii
1308	species	0.0479744	Streptococcus thermophilus
341225	species	0.0479744	[Clostridium] saccharogumia
39484	species	0.0426439	Eubacterium desmolans
39490	species	0.0426439	Eubacterium ramulus
47678	species	0.0426439	Bacteroides caccae
84026	species	0.0373134	[Clostridium] methylpentosum
216816	species	0.0373134	Bifidobacterium longum
1681	species	0.0373134	Bifidobacterium bifidum
28117	species	0.0373134	Alistipes putredinis
1755629	species	0.0373134	Victivallis sp. MC_44
2741	species	0.0319829	Peptococcus niger
35833	species	0.0319829	Bilophila wadsworthia
28125	species	0.0319829	Prevotella bivia
39778	species	0.0319829	Veillonella dispar
729	species	0.0319829	Haemophilus parainfluenzae
61171	species	0.0266525	Holdemania filiformis
58172	species	0.0266525	Paenibacillus sp.
35785	species	0.0266525	Clostridium maximum
33038	species	0.021322	[Ruminococcus] gnavus
29370	species	0.021322	[Clostridium] sphenoides
28901	species	0.021322	Salmonella enterica
29355	species	0.021322	[Clostridium] cellobioparum
105841	species	0.021322	Anaerostipes caccae
208479	species	0.021322	[Clostridium] bolteae
626930	species	0.021322	Bacteroides fluxus
61435	species	0.021322	Dehalococcoides mccartyi
371601	species	0.021322	Bacteroides xylanisolvens
270498	species	0.021322	Catabacter hongkongensis
562	species	0.021322	Escherichia coli
29466	species	0.021322	Veillonella parvula
39488	species	0.0159915	[Eubacterium] hallii
52787	species	0.0159915	Anaerofilum pentosovorans
392838	species	0.0159915	Bacteroides propionicifaciens
90730	species	0.0159915	Desulfosarcina cetonica
28111	species	0.0159915	Bacteroides eggerthii
288965	species	0.0159915	[Clostridium] clariflavum
36835	species	0.0159915	[Clostridium] colinum
591197	species	0.0159915	Ignavibacterium album
166501	species	0.0159915	Thermobaculum terrenum
100884	species	0.0159915	Coprobacillus cateniformis
1685	species	0.0159915	Bifidobacterium breve
39496	species	0.0159915	Eubacterium ventriosum
626937	species	0.0159915	Christensenella minuta
1755607	species	0.0159915	Bacteroides sp. MC_16
876	species	0.0159915	Desulfovibrio desulfuricans
839	species	0.0159915	Prevotella ruminicola
33039	species	0.0159915	[Ruminococcus] torques
36745	species	0.010661	Clostridium saccharoperbutylacetonicum
638619	species	0.010661	Bifidobacterium actinocoloniiforme
1536	species	0.010661	Hathewaya limosa
79882	species	0.010661	Bacillus halmapalus
310298	species	0.010661	Bacteroides coprocola
88374	species	0.010661	Agromyces rhizospherae
151276	species	0.010661	Bacteroides coprosuis
133453	species	0.010661	Caldilinea aerophila
40518	species	0.010661	Ruminococcus bromii
1547	species	0.010661	Erysipelatoclostridium ramosum
52561	species	0.010661	Desulfomicrobium norvegicum
1563	species	0.010661	Desulfosporosinus orientis
290055	species	0.010661	[Eubacterium] fissicatena
1680	species	0.010661	Bifidobacterium adolescentis
93064	species	0.010661	Sphingomonas koreensis
817	species	0.010661	Bacteroides fragilis
45851	species	0.010661	Butyrivibrio crossotus
40519	species	0.010661	Ruminococcus callidus
28037	species	0.010661	Streptococcus mitis
645466	species	0.010661	Anaerostipes butyraticus
552810	species	0.010661	Dehalogenimonas lykanthroporepellens
905	species	0.010661	Acidaminococcus fermentans
33034	species	0.00533049	Anaerococcus prevotii
29347	species	0.00533049	[Clostridium] scindens
29372	species	0.00533049	Clostridium thermobutyricum
1660	species	0.00533049	Actinomyces odontolyticus
39491	species	0.00533049	[Eubacterium] rectale
180164	species	0.00533049	Blautia schinkii
1492	species	0.00533049	Clostridium butyricum
53972	species	0.00533049	Rhodococcus corynebacterioides
120962	species	0.00533049	Roseiflexus castenholzii
1113650	species	0.00533049	Sphingobacterium sp. NBRC 15340
48256	species	0.00533049	[Clostridium] hungatei
1254	species	0.00533049	Pediococcus acidilactici
97253	species	0.00533049	Eubacterium plexicaudatum
717609	species	0.00533049	Caldicellulosiruptor obsidiansis
907	species	0.00533049	Megasphaera elsdenii
437505	species	0.00533049	Granulosicoccus antarcticus
387661	species	0.00533049	Parabacteroides johnsonii
270345	species	0.00533049	Azotobacter armeniacus
1559	species	0.00533049	Clostridium tertium
691816	species	0.00533049	Bacteroides rodentium
494026	species	0.00533049	Paenibacillus glacialis
36844	species	0.00533049	Clostridium homopropionicum
165179	species	0.00533049	Prevotella copri
177972	species	0.00533049	Shuttleworthia satelles
634771	species	0.00533049	Chitinophaga eiseniae
1646	species	0.00533049	Renibacterium salmoninarum
1071880	species	0.00533049	Sphingobacterium sp. CCBAU 10953
871324	species	0.00533049	Bacteroides stercorirosoris
1297750	species	0.00533049	Bacteroides luti
49338	species	0.00533049	Desulfitobacterium hafniense
28135	species	0.00533049	Prevotella oris
106588	species	0.00533049	Pseudoflavonifractor capillosus
339862	species	0.00533049	Desulfosporosinus youngiae
915	species	0.00533049	Nitrosomonas europaea
146817	species	0.00533049	Dendrosporobacter quercicolus
228603	species	0.00533049	Prevotella shahii
356145	species	0.00533049	Nocardia ninae
1303	species	0.00533049	Streptococcus oralis
1168034	species	0.00533049	Draconibacterium orientale
316	species	0.00533049	Pseudomonas stutzeri
29360	species	0.00533049	Cellulosilyticum lentocellum
937334	species	0.00533049	Caldicoprobacter faecalis
1406	species	0.00533049	Paenibacillus polymyxa
82374	species	0.00533049	Anaerovibrio lipolyticus
1428	species	0.00533049	Bacillus thuringiensis
454171	species	0.00533049	Chthonomonas calidirosea
218538	species	0.00533049	Dialister invisus
901	species	0.00533049	Desulfovibrio piger
1337	species	0.00533049	Streptococcus hyointestinalis
290053	species	0.00533049	Bacteroides helcogenes
233055	species	0.00533049	Desulfitobacterium dichloroeliminans
28123	species	0.00533049	Porphyromonas asaccharolytica
588	species	0.00533049	Providencia stuartii
41976	species	0.00533049	Porphyromonas catoniae
28026	species	0.00533049	Bifidobacterium pseudocatenulatum
39777	species	0.00533049	Veillonella atypica
1393	species	0.00533049	Brevibacillus brevis
467976	species	0.00533049	Iamia majanohamensis
379071	species	0.00533049	Gilvibacter sediminis
1735	species	0.00533049	Holdemanella biformis
78257	species	0.00533049	Bifidobacterium saeculare
187145	species	0.00533049	Caldithrix abyssi
78342	species	0.00533049	Bifidobacterium gallicum
33953	species	0.00533049	Clostridium aminobutyricum
83661	species	0.00533049	Desulfonispora thiosulfatigenes
291644	species	0.00533049	Bacteroides salyersiae
216874	species	0.00533049	Mesoplasma corruscae
253245	species	0.00533049	Owenweeksia hongkongensis
216935	species	0.00533049	Spiroplasma culicicola
1510	species	0.00533049	[Clostridium] stercorarium
1527	species	0.00533049	Anaerocolumna aminovalerica
241244	species	0.00533049	Rummeliibacillus stabekisii
1382	species	0.00533049	Atopobium parvulum
1133319	species	0.00533049	Bacteroides reticulotermitis
167964	species	0.00533049	Anaerolinea thermophila
407188	species	0.00533049	Pelobacter seleniigenes
847	species	0.00533049	Oxalobacter formigenes
29542	species	0.00533049	Pelobacter acetylenicus
1313	species	0.00533049	Streptococcus pneumoniae
1465754	species	0.00533049	Alistipes timonensis
29354	species	0.00533049	[Clostridium] celerecrescens
2376	species	0.00533049	Sporomusa paucivorans
115979	species	0.00533049	Bacillus nealsonii
-1	species	23.1343	Unknown
821	species	27.605	Bacteroides vulgatus
1755626	species	12.6257	Faecalibacterium sp. MC_41
820	species	7.6096	Bacteroides uniformis
589436	species	6.09137	Prevotella fusca
28116	species	3.65944	Bacteroides ovatus
729	species	2.7042	Haemophilus parainfluenzae
46503	species	2.60729	Parabacteroides merdae
46506	species	1.25981	Bacteroides stercoris
823	species	1.13521	Parabacteroides distasonis
40520	species	1.09829	Blautia obeum
187327	species	1.06599	Acidaminococcus intestini
351091	species	0.959852	Oscillibacter valericigenes
47678	species	0.955238	Bacteroides caccae
536633	species	0.909091	Blautia glucerasea
39485	species	0.904476	[Eubacterium] eligens
29466	species	0.890632	Veillonella parvula
29348	species	0.844485	[Clostridium] spiroforme
28118	species	0.821412	Odoribacter splanchnicus
28129	species	0.484541	Prevotella denticola
357276	species	0.479926	Bacteroides dorei
39778	species	0.415321	Veillonella dispar
818	species	0.410706	Bacteroides thetaiotaomicron
301301	species	0.410706	Roseburia hominis
69825	species	0.401477	[Clostridium] indolis
328814	species	0.392247	Alistipes shahii
397865	species	0.341486	Barnesiella viscericola
35833	species	0.323027	Bilophila wadsworthia
1512	species	0.318413	[Clostridium] symbiosum
28135	species	0.313798	Prevotella oris
28446	species	0.28611	[Clostridium] propionicum
39486	species	0.28611	Dorea formicigenerans
44749	species	0.244578	Sporobacter termitidis
84030	species	0.226119	[Clostridium] saccharolyticum
626930	species	0.21689	Bacteroides fluxus
33035	species	0.189202	Blautia producta
437898	species	0.184587	Sutterella parvirubra
115979	species	0.175358	Bacillus nealsonii
169435	species	0.170743	Anaerotruncus colihominis
34062	species	0.156899	Moraxella osloensis
1532	species	0.156899	Blautia coccoides
310298	species	0.156899	Bacteroides coprocola
1535	species	0.133826	[Clostridium] leptum
39496	species	0.133826	Eubacterium ventriosum
36847	species	0.129211	[Clostridium] neopropionicum
204516	species	0.124596	Bacteroides massiliensis
1264	species	0.119982	Ruminococcus albus
43675	species	0.119982	Rothia mucilaginosa
39484	species	0.115367	Eubacterium desmolans
39497	species	0.110752	Eubacterium xylanophilum
208479	species	0.101523	[Clostridium] bolteae
28117	species	0.101523	Alistipes putredinis
1559	species	0.0969082	Clostridium tertium
40214	species	0.0969082	Acinetobacter johnsonii
839	species	0.0830641	Prevotella ruminicola
246787	species	0.0784495	Bacteroides cellulosilyticus
36745	species	0.0784495	Clostridium saccharoperbutylacetonicum
645466	species	0.0738348	Anaerostipes butyraticus
371601	species	0.0738348	Bacteroides xylanisolvens
40518	species	0.0738348	Ruminococcus bromii
1515	species	0.0738348	Ruminiclostridium thermocellum
329854	species	0.0738348	Bacteroides intestinalis
291645	species	0.0692201	Bacteroides nordii
46228	species	0.0692201	Ruminococcus lactaris
28037	species	0.0646054	Streptococcus mitis
105841	species	0.0646054	Anaerostipes caccae
39490	species	0.0646054	Eubacterium ramulus
1308	species	0.0599908	Streptococcus thermophilus
410072	species	0.0599908	Coprococcus comes
40324	species	0.0599908	Stenotrophomonas maltophilia
45851	species	0.0599908	Butyrivibrio crossotus
370622	species	0.0599908	Aureimonas altamirensis
61171	species	0.0599908	Holdemania filiformis
28127	species	0.0553761	Prevotella buccalis
1303	species	0.0507614	Streptococcus oralis
626932	species	0.0461467	Alistipes indistinctus
157692	species	0.0461467	Leptotrichia goodfellowii
502558	species	0.0415321	Eggerthella sp. YY7918
817	species	0.0415321	Bacteroides fragilis
487175	species	0.0415321	Parasutterella excrementihominis
341225	species	0.0369174	[Clostridium] saccharogumia
165179	species	0.0369174	Prevotella copri
237258	species	0.0369174	Cloacibacterium normanense
28137	species	0.0369174	Prevotella veroralis
574375	species	0.0323027	Bacillus gaemokensis
290053	species	0.0323027	Bacteroides helcogenes
270498	species	0.027688	Catabacter hongkongensis
29370	species	0.027688	[Clostridium] sphenoides
146817	species	0.027688	Dendrosporobacter quercicolus
282125	species	0.027688	Sutterella sanguinus
218538	species	0.027688	Dialister invisus
591197	species	0.0230734	Ignavibacterium album
36874	species	0.0230734	Porphyromonas cangingivalis
736	species	0.0230734	Haemophilus paraphrohaemolyticus
328812	species	0.0230734	Parabacteroides goldsteinii
282402	species	0.0230734	Prevotella multiformis
35785	species	0.0230734	Clostridium maximum
671267	species	0.0230734	Bacteroides sartorii
39491	species	0.0184587	[Eubacterium] rectale
51161	species	0.0184587	Actinobacillus delphinicola
732242	species	0.0184587	Bacteroides paurosaccharolyticus
1680	species	0.0184587	Bifidobacterium adolescentis
52787	species	0.0184587	Anaerofilum pentosovorans
310297	species	0.0184587	Bacteroides plebeius
